Subject Label,Subject URI,Predicate Label,Predicate URI,Predicate Symmetry,Object Label,Object URI,Context
 Nelson T.,http://lab3sdm/Nelson T.,writes,writes,Assymetric,Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,http://lab3sdm/Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,
 Magleby S.,http://lab3sdm/Magleby S.,writes,writes,Assymetric,Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,http://lab3sdm/Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,
 Howell L.,http://lab3sdm/Howell L.,writes,writes,Assymetric,Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,http://lab3sdm/Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,
Ling M.,http://lab3sdm/Ling M.,writes,writes,Assymetric,A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,http://lab3sdm/A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,
 Howell L.L.,http://lab3sdm/Howell L.L.,writes,writes,Assymetric,A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,http://lab3sdm/A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,
 Cao J.,http://lab3sdm/Cao J.,writes,writes,Assymetric,A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,http://lab3sdm/A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,
 Jiang Z.,http://lab3sdm/Jiang Z.,writes,writes,Assymetric,A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,http://lab3sdm/A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,
Butler J.,http://lab3sdm/Butler J.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Bowen L.,http://lab3sdm/Bowen L.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Wilcox E.,http://lab3sdm/Wilcox E.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Shrager A.,http://lab3sdm/Shrager A.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Frecker M.I.,http://lab3sdm/Frecker M.I.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 von Lockette P.,http://lab3sdm/von Lockette P.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Simpson T.W.,http://lab3sdm/Simpson T.W.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Lang R.J.,http://lab3sdm/Lang R.J.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Howell L.L.,http://lab3sdm/Howell L.L.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
 Magleby S.P.,http://lab3sdm/Magleby S.P.,writes,writes,Assymetric,A model for multi-input mechanical advantage in origami-based mechanisms,http://lab3sdm/A model for multi-input mechanical advantage in origami-based mechanisms,
Defigueiredo B.P.,http://lab3sdm/Defigueiredo B.P.,writes,writes,Assymetric,Origami-Based Design of Conceal-and-Reveal Systems,http://lab3sdm/Origami-Based Design of Conceal-and-Reveal Systems,
 Pehrson N.A.,http://lab3sdm/Pehrson N.A.,writes,writes,Assymetric,Origami-Based Design of Conceal-and-Reveal Systems,http://lab3sdm/Origami-Based Design of Conceal-and-Reveal Systems,
 Tolman K.A.,http://lab3sdm/Tolman K.A.,writes,writes,Assymetric,Origami-Based Design of Conceal-and-Reveal Systems,http://lab3sdm/Origami-Based Design of Conceal-and-Reveal Systems,
 Crampton E.,http://lab3sdm/Crampton E.,writes,writes,Assymetric,Origami-Based Design of Conceal-and-Reveal Systems,http://lab3sdm/Origami-Based Design of Conceal-and-Reveal Systems,
 Magleby S.P.,http://lab3sdm/Magleby S.P.,writes,writes,Assymetric,Origami-Based Design of Conceal-and-Reveal Systems,http://lab3sdm/Origami-Based Design of Conceal-and-Reveal Systems,
 Howell L.L.,http://lab3sdm/Howell L.L.,writes,writes,Assymetric,Origami-Based Design of Conceal-and-Reveal Systems,http://lab3sdm/Origami-Based Design of Conceal-and-Reveal Systems,
Dearden J.,http://lab3sdm/Dearden J.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Grames C.,http://lab3sdm/Grames C.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Jensen B.D.,http://lab3sdm/Jensen B.D.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Magleby S.P.,http://lab3sdm/Magleby S.P.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Howell L.L.,http://lab3sdm/Howell L.L.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
Dearden J.,http://lab3sdm/Dearden J.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Grames C.,http://lab3sdm/Grames C.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Jensen B.D.,http://lab3sdm/Jensen B.D.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Magleby S.P.,http://lab3sdm/Magleby S.P.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
 Howell L.L.,http://lab3sdm/Howell L.L.,writes,writes,Assymetric,Inverted L-arm gripper compliant mechanism,http://lab3sdm/Inverted L-arm gripper compliant mechanism,
Galan A.M.,http://lab3sdm/Galan A.M.,writes,writes,Assymetric,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,http://lab3sdm/Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,
 Nordin G.P.,http://lab3sdm/Nordin G.P.,writes,writes,Assymetric,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,http://lab3sdm/Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,
 Chiang S.-H.W.,http://lab3sdm/Chiang S.-H.W.,writes,writes,Assymetric,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,http://lab3sdm/Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,
Hamblin M.,http://lab3sdm/Hamblin M.,writes,writes,Assymetric,Antireflective light-blocking layers using a liquid top matte coating,http://lab3sdm/Antireflective light-blocking layers using a liquid top matte coating,
 Downing T.,http://lab3sdm/Downing T.,writes,writes,Assymetric,Antireflective light-blocking layers using a liquid top matte coating,http://lab3sdm/Antireflective light-blocking layers using a liquid top matte coating,
 Anderson S.,http://lab3sdm/Anderson S.,writes,writes,Assymetric,Antireflective light-blocking layers using a liquid top matte coating,http://lab3sdm/Antireflective light-blocking layers using a liquid top matte coating,
 Hamilton E.,http://lab3sdm/Hamilton E.,writes,writes,Assymetric,Antireflective light-blocking layers using a liquid top matte coating,http://lab3sdm/Antireflective light-blocking layers using a liquid top matte coating,
 Kim D.,http://lab3sdm/Kim D.,writes,writes,Assymetric,Antireflective light-blocking layers using a liquid top matte coating,http://lab3sdm/Antireflective light-blocking layers using a liquid top matte coating,
 Hawkins A.,http://lab3sdm/Hawkins A.,writes,writes,Assymetric,Antireflective light-blocking layers using a liquid top matte coating,http://lab3sdm/Antireflective light-blocking layers using a liquid top matte coating,
Hamblin M.,http://lab3sdm/Hamblin M.,writes,writes,Assymetric,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,http://lab3sdm/Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,
 Downing T.,http://lab3sdm/Downing T.,writes,writes,Assymetric,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,http://lab3sdm/Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,
 Anderson S.,http://lab3sdm/Anderson S.,writes,writes,Assymetric,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,http://lab3sdm/Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,http://lab3sdm/Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,
 Hawkins A.,http://lab3sdm/Hawkins A.,writes,writes,Assymetric,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,http://lab3sdm/Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,
Galan A.M.,http://lab3sdm/Galan A.M.,writes,writes,Assymetric,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,http://lab3sdm/Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,
 Nordin G.P.,http://lab3sdm/Nordin G.P.,writes,writes,Assymetric,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,http://lab3sdm/Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,
 Chiang S.-H.W.,http://lab3sdm/Chiang S.-H.W.,writes,writes,Assymetric,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,http://lab3sdm/Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,
Schnepf P.D.,http://lab3sdm/Schnepf P.D.,writes,writes,Assymetric,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography","http://lab3sdm/Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",
 Davis A.,http://lab3sdm/Davis A.,writes,writes,Assymetric,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography","http://lab3sdm/Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",
 Iverson B.D.,http://lab3sdm/Iverson B.D.,writes,writes,Assymetric,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography","http://lab3sdm/Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",
 Vanfleet R.,http://lab3sdm/Vanfleet R.,writes,writes,Assymetric,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography","http://lab3sdm/Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",
 Davis R.C.,http://lab3sdm/Davis R.C.,writes,writes,Assymetric,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography","http://lab3sdm/Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",
 Jensen B.D.,http://lab3sdm/Jensen B.D.,writes,writes,Assymetric,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography","http://lab3sdm/Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",
Day N.,http://lab3sdm/Day N.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
 Penaloza J.,http://lab3sdm/Penaloza J.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
 Santos V.J.,http://lab3sdm/Santos V.J.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
 Killpack M.D.,http://lab3sdm/Killpack M.D.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
Fagergren F.,http://lab3sdm/Fagergren F.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Sypherd S.,http://lab3sdm/Sypherd S.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Snow D.,http://lab3sdm/Snow D.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Cunningham A.,http://lab3sdm/Cunningham A.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Jensen B.,http://lab3sdm/Jensen B.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
Hamilton E.S.,http://lab3sdm/Hamilton E.S.,writes,writes,Assymetric,Direct macro-to-micro interface method for microfluidics,http://lab3sdm/Direct macro-to-micro interface method for microfluidics,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,Direct macro-to-micro interface method for microfluidics,http://lab3sdm/Direct macro-to-micro interface method for microfluidics,
Stout J.M.,http://lab3sdm/Stout J.M.,writes,writes,Assymetric,Nanofluidic peristaltic pumps made from silica thin films,http://lab3sdm/Nanofluidic peristaltic pumps made from silica thin films,
 Baumgarten T.E.,http://lab3sdm/Baumgarten T.E.,writes,writes,Assymetric,Nanofluidic peristaltic pumps made from silica thin films,http://lab3sdm/Nanofluidic peristaltic pumps made from silica thin films,
 Stagg G.G.,http://lab3sdm/Stagg G.G.,writes,writes,Assymetric,Nanofluidic peristaltic pumps made from silica thin films,http://lab3sdm/Nanofluidic peristaltic pumps made from silica thin films,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,Nanofluidic peristaltic pumps made from silica thin films,http://lab3sdm/Nanofluidic peristaltic pumps made from silica thin films,
Day N.,http://lab3sdm/Day N.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
 Penaloza J.,http://lab3sdm/Penaloza J.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
 Santos V.J.,http://lab3sdm/Santos V.J.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
 Killpack M.D.,http://lab3sdm/Killpack M.D.,writes,writes,Assymetric,Scalable fabric tactile sensor arrays for soft bodies,http://lab3sdm/Scalable fabric tactile sensor arrays for soft bodies,
Fagergren F.,http://lab3sdm/Fagergren F.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Sypherd S.,http://lab3sdm/Sypherd S.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Snow D.,http://lab3sdm/Snow D.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Cunningham A.,http://lab3sdm/Cunningham A.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
 Jensen B.,http://lab3sdm/Jensen B.,writes,writes,Assymetric,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,http://lab3sdm/Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,
Wnorowska U.,http://lab3sdm/Wnorowska U.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Fiedoruk K.,http://lab3sdm/Fiedoruk K.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Piktel E.,http://lab3sdm/Piktel E.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Prasad S.V.,http://lab3sdm/Prasad S.V.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Sulik M.,http://lab3sdm/Sulik M.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Janion M.,http://lab3sdm/Janion M.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Daniluk T.,http://lab3sdm/Daniluk T.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Savage P.B.,http://lab3sdm/Savage P.B.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
 Bucki R.,http://lab3sdm/Bucki R.,writes,writes,Assymetric,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,http://lab3sdm/Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,
Guthrie W.S.,http://lab3sdm/Guthrie W.S.,writes,writes,Assymetric,Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,http://lab3sdm/Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,
 Larsen J.L.,http://lab3sdm/Larsen J.L.,writes,writes,Assymetric,Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,http://lab3sdm/Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,
 Baxter J.S.,http://lab3sdm/Baxter J.S.,writes,writes,Assymetric,Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,http://lab3sdm/Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,
 Mazzeo B.A.,http://lab3sdm/Mazzeo B.A.,writes,writes,Assymetric,Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,http://lab3sdm/Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,
Hendricks L.J.,http://lab3sdm/Hendricks L.J.,writes,writes,Assymetric,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,http://lab3sdm/High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,
 Baxter J.S.,http://lab3sdm/Baxter J.S.,writes,writes,Assymetric,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,http://lab3sdm/High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,
 Chou Y.,http://lab3sdm/Chou Y.,writes,writes,Assymetric,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,http://lab3sdm/High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,
 Thomas M.,http://lab3sdm/Thomas M.,writes,writes,Assymetric,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,http://lab3sdm/High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,
 Boekweg E.,http://lab3sdm/Boekweg E.,writes,writes,Assymetric,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,http://lab3sdm/High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,
 Guthrie W.S.,http://lab3sdm/Guthrie W.S.,writes,writes,Assymetric,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,http://lab3sdm/High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,
 Mazzeo B.A.,http://lab3sdm/Mazzeo B.A.,writes,writes,Assymetric,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,http://lab3sdm/High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,
Barker B.,http://lab3sdm/Barker B.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Johnson M.A.,http://lab3sdm/Johnson M.A.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Noble P.,http://lab3sdm/Noble P.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Rodrigues L.M.,http://lab3sdm/Rodrigues L.M.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Zumbrun K.,http://lab3sdm/Zumbrun K.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
Barker B.,http://lab3sdm/Barker B.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Johnson M.A.,http://lab3sdm/Johnson M.A.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Noble P.,http://lab3sdm/Noble P.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Rodrigues L.M.,http://lab3sdm/Rodrigues L.M.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
 Zumbrun K.,http://lab3sdm/Zumbrun K.,writes,writes,Assymetric,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,http://lab3sdm/Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,
Tucker A.L.,http://lab3sdm/Tucker A.L.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
 Zheng S.,http://lab3sdm/Zheng S.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
 Gardner J.W.,http://lab3sdm/Gardner J.W.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
 Bohn R.E.,http://lab3sdm/Bohn R.E.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
Tucker A.L.,http://lab3sdm/Tucker A.L.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
 Zheng S.,http://lab3sdm/Zheng S.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
 Gardner J.W.,http://lab3sdm/Gardner J.W.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
